"","Acss1","Adcyap1","Adgrl2","Aqp4","Arc","Arf5","Arhgap24","Arl4d","Arx","Batf3","Bcl6","Bdnf","Bgn","Btg2","Calb2","Car12","Car4","Cbln4","Cck","Cdh13","Cdk6","Chat","Chodl","Chrna6","Col6a1","Cplx3","Cpne5","Crh","Crispld2","Csrnp1","Ctgf","Ctxn3","Cux2","Cxcl14","Ddit4l","Deptor","Egr1","Egr2","Egr4","Enpp2","eRNA1","eRNA2","eRNA3","eRNA4","eRNA5","Fam19a1","Flt1","Fos","Fosb","Fosl1","Fosl2","Foxp2","Frmd7","Frmpd3","Gad1","Gad2","Gda","Gpc3","Gpr3","Gpx3","Homer1","Hsd11b1","Htr3a","Igf1","Igtp","Itgam","Junb","Kcna1","Kcnip2","Kcnk2","Lhx6","Lmo2","Mab21l1","Mdga1","Mgp","Mog","Mybpc1","Myh8","Myl4","Mylk","Myo1c","Ndnf","Nectin3","Nectin4","Ngb","Nos1","Nov","Npas4","Nptx2","Npy","Nr4a2","Nrn1","Obox3","Osgin2","Otof","Parm1","Pax6","Pcdhac1","Pcdhac2","Pcdhgc3","Pcdhgc4","Pcdhgc5","Pcp4","Pde1a","Pde1c","Pdgfra","Pdzrn3","Penk","Plcxd2","Pnoc","Ppm1h","Prok2","Prss22","Ptgs2","Pthlh","Pvalb","Qrfpr","Rasgrf2","Reln","Rerg","Rgs10","Rgs12","Rgs2","Rorb","Rprm","Rspo2","Scnn1a","Sema3c","Sema3e","Serpinb11","Serpine1","Sla","Slc17a7","Slc25a36","Slc5a7","Smad3","Sncg","Spp1","Sst","Stac","Sulf2","Synpr","Syt17","Syt6","Tacr1","Tacr3","Tacstd2","Tbr1","Tcerg1l","Th","Thsd7a","Tnfaip6","Tnfaip8l3","Tnmd","Tpbg","Tph2","Ucma","Vgf","Vip","Wt1","Wfs1","Tnnc1","Sccpdh","Rbp4","Etv1","Drd1"
"6307x2310",1,7,41,0,7,1,0,0,52,0,11,19,3,4,0,0,0,0,3,10,0,0,0,0,21,0,0,0,0,0,0,6,0,18,0,23,74,0,20,1,0,0,31,0,0,12,4,41,24,0,0,0,0,0,0,0,1,0,0,1,6,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,30,0,1,0,22,15,0,0,7,10,2,1,1,0,0,11,0,11,0,0,0,7,0,0,7,7,0,2,7,0,0,1,0,0,0,0,6,0,0,0,0,2,0,0,0,0,111,0,4,13,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,10,0,0,0,0,0
"6346x3183",0,0,13,0,0,3,0,9,14,4,0,0,1,0,0,0,0,0,2,3,0,7,1,0,0,6,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,6,5,8,0,0,0,3,0,0,0,8,0,0,16,0,0,0,1,2,0,0,0,1,0,4,0,0,0,0,0,0,0,3,0,0,6,4,0,0,0,0,0,0,0,6,0,0,2,5,0,0,0,0,0,0,0,8,6,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,11,8,0,0,1,57,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,2
"6373x762",2,7,14,0,3,3,0,0,10,0,0,31,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,2,0,7,0,18,0,0,1,0,6,0,0,0,0,0,0,0,0,5,0,0,0,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,12,1,5,0,0,0,6,0,0,1,1,3,0,5,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,45,0,0,11,0,0,0,4,14,9,0,5,0,0,0,2,0,0,0,0,0,0,7,0,0,16,0,0,1,0,0,0,0,0
"6371x4731",0,0,14,0,0,0,0,1,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,4,0,0,2,0,0,8,0,0,0,0,0,14,0,0,12,0,0,0,0,0,1,0,0,0,0,2,0,0,0,18,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,19,0,0,0,8,2,0,3,43,1,0,0,0,9,0,0,9,4,0,0,14,0,0,1,0,0,0,0,0,0,0,5,0,0,5,0,0,4,15,2,0,8,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,2,0,1,2,0,26,0
"6361x1674",0,0,15,1,0,1,0,15,37,0,7,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,4,0,0,0,4,0,0,0,0,8,0,0,0,0,0,1,7,18,19,0,0,0,7,1,0,0,5,0,0,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,0,0,0,0,4,0,13,0,0,6,0,0,6,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,94,2,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,26,0,0
"6391x900",1,0,12,1,7,3,0,5,32,0,1,0,1,0,0,0,1,0,3,4,0,0,0,0,15,1,0,0,0,0,0,0,16,9,0,1,0,0,0,0,0,0,20,0,0,11,0,2,0,0,0,0,0,0,3,0,11,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,5,0,7,0,0,0,0,4,0,32,0,1,1,0,1,18,0,0,0,6,0,0,0,0,1,0,41,9,0,0,11,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,68,2,0,0,0,0,5,0,0,0,19,0,0,0,0,2,5,0,0,1,8,0,0,0,0,0,0,2,3,0,0,0,4,0
"6411x623",1,2,6,0,0,2,0,3,0,0,7,6,0,20,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,1,5,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,17,0,0,0,0,13,0,0,0,5,0,0,0,2,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,10,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,2,0
"6378x1501",0,1,5,0,9,1,2,1,36,0,15,0,1,0,0,0,0,0,3,18,2,2,0,0,9,0,0,0,0,3,0,0,0,1,0,4,24,0,1,0,4,0,14,0,0,10,0,3,0,0,0,0,0,1,5,0,10,0,0,0,14,0,0,5,2,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,7,0,8,0,0,0,0,0,0,1,11,7,1,6,0,6,0,17,0,2,0,0,0,0,7,0,4,5,4,1,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,107,3,0,8,0,22,0,0,22,0,22,0,0,0,0,0,10,0,0,0,0,3,0,0,0,1,0,0,4,3,0,1,13,0
"6401x5086",0,0,5,0,0,0,0,2,18,0,20,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,2,0,0,5,11,0,0,0,0,2,15,0,0,0,0,2,0,5,1,0,0,0,5,5,10,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,12,3,0,6,0,0,6,0,11,4,3,0,0,1,0,0,5,6,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,22,0,0,0,0,0,1072,0,11,15,0,3,0,0,1,0,0,0,0,3,0,0,14,0,0,0,0,0,0,1,0,6,16,0
"6423x3344",0,0,9,0,5,3,0,0,16,4,14,0,0,0,7,0,0,0,0,2,0,0,0,0,5,7,0,0,0,0,0,2,0,0,0,0,0,10,3,0,3,0,9,0,0,0,0,21,5,0,0,0,0,0,59,36,0,0,0,0,3,0,0,8,0,0,0,1,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,0,0,8,0,0,0,0,0,0,0,1,0,0,10,8,21,4,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,7,70,0,0
"6435x3831",0,1,19,1,0,0,0,1,18,0,10,0,0,0,0,0,0,0,7,2,0,18,0,0,19,4,8,0,0,0,0,0,0,0,0,0,0,0,14,1,0,8,13,0,0,0,0,0,0,0,0,0,0,1,3,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,0,0,9,0,0,0,3,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,34,0,0,23,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,7,0,6,0,0
"6439x2636",0,0,55,0,3,2,0,2,16,5,10,23,0,6,0,2,0,0,9,15,0,1,0,0,37,3,0,2,14,0,0,0,0,0,0,10,49,5,13,5,0,4,43,0,0,15,0,12,0,0,0,0,0,0,0,0,47,0,0,0,9,0,0,0,7,0,0,13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,4,0,28,0,0,0,14,5,1,9,21,26,0,4,3,0,0,2,1,24,0,0,13,2,1,0,6,43,6,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,183,0,2,5,0,0,0,0,4,2,25,0,2,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,8,0,1,3,7,0
"6450x117",0,5,9,0,0,3,0,1,33,0,54,0,0,1,0,0,0,0,1,15,0,0,0,12,8,16,1,0,0,0,0,0,0,14,0,0,0,0,11,7,0,0,46,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,3,2,0,0,0,0,0,28,7,1,3,2,0,5,0,0,8,18,0,0,0,1,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,7,0,0,17,0,15,0,0,0,0,0,1,0,0,0,0,0,5,0,6,4,0,0,0,0,5,3,5,0
"6469x2227",1,0,47,1,4,0,0,0,32,0,26,0,0,4,14,0,0,0,0,27,0,0,0,0,46,8,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,22,0,0,12,4,0,7,0,0,0,0,0,0,1,13,2,0,0,21,0,0,9,0,0,0,8,0,0,1,0,0,6,0,0,2,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,1,5,3,0,0,1,22,0,13,12,26,0,0,0,16,2,0,0,8,8,15,8,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,4,93,0,0,36,0,0,0,0,0,0,18,0,0,0,0,7,7,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,2,0
"6450x3676",0,0,7,0,0,0,0,0,5,6,16,0,9,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,53,0,1,0,0,23,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0
"6475x5395",0,2,36,0,4,3,0,0,26,16,10,0,0,0,0,0,0,0,2,9,0,0,8,0,21,0,0,0,1,0,0,0,0,0,0,5,0,0,5,0,0,17,40,0,0,5,0,9,0,0,0,0,0,0,0,0,30,1,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,10,6,3,7,0,1,0,2,11,20,1,0,0,6,2,0,0,21,0,0,9,0,0,0,0,0,0,2,7,0,0,2,0,0,0,0,0,3,120,3,0,24,0,0,0,0,10,0,7,0,0,0,6,3,3,0,0,1,18,0,0,0,5,1,0,0,4,0,10,5,16,0
"6501x1623",0,0,6,0,0,0,0,3,32,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,18,0,3,0,15,2,20,0,0,0,0,56,2,2,1,0,0,3,105,40,0,0,0,0,0,0,0,16,0,0,0,4,0,3,1,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1,1,0,10,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,0,7,0,0,0,0,1,0,8,0,0,0,0,0,9,2,0,0,0,0,0,0,0,13,1,0,1,0,14,45,8,4
"6509x2951",2,1,11,0,0,1,0,0,21,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,5,7,0,0,0,1,23,0,0,1,0,0,0,9,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,10,30,0,0,0,0,0,76,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,16,6,7
"6512x3146",0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,1,2,135,91,5,0,0,0,0,0,0,21,0,0,2,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,7,26,0,0,0,0,11,10,1,2,0,7,0,0,0,16,0,0,0,0,0,3,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"6546x3981",3,0,53,0,0,3,0,1,19,0,19,0,0,4,0,0,0,0,4,25,0,0,0,0,20,9,0,0,0,0,4,0,15,1,0,0,3,0,0,0,0,44,36,0,0,7,2,0,0,0,2,0,0,0,7,0,2,0,0,0,3,0,0,8,1,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,16,3,1,4,0,0,3,3,15,0,0,0,0,0,0,41,8,0,2,10,0,4,0,0,0,0,0,7,0,0,0,2,0,0,0,0,17,128,7,0,20,0,0,0,0,14,0,21,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,27,4,14,3,9,0
"6520x4977",0,0,22,0,1,0,0,0,13,0,0,0,0,4,0,0,0,0,3,2,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,4,0,0,3,0,5,15,0,0,0,0,0,0,0,1,0,0,1,6,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,4,1,0,0,0,0,4,0,0,1,0,0,0,1,0,0,1,4,0,0,5,0,0,4,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,112,13,0,3,0,0,95,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"6552x6556",1,10,13,0,1,0,1,5,4,7,0,0,0,0,0,0,0,0,3,6,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,33,0,21,0,0,0,11,0,1,14,0,14,8,0,0,0,0,0,0,0,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,21,0,0,0,8,0,0,0,0,0,0,0,11,0,0,0,0,2,0,0,3,0,0,0,0,3,0,0,1,23,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,10,0,0,0,0,1,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,3,0
"6574x2749",0,12,27,0,0,3,0,0,19,1,5,17,2,14,0,0,0,0,6,25,0,1,0,0,0,2,0,0,14,0,0,0,0,5,0,2,43,0,18,1,0,3,28,0,0,0,0,14,5,0,1,0,0,0,0,0,42,1,0,0,44,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,0,0,0,7,5,0,0,7,6,0,1,0,0,0,6,5,6,0,0,4,0,14,0,0,20,0,10,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,8,0,7,0,0,0,0,13,2,10,10,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,13,0,0,10,13,0
"6575x4808",0,0,6,1,0,2,0,0,6,0,5,0,0,4,14,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,7,13,0,2,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,14,7,2,0,0,0,19,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,3,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,710,0,1,13,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0
"6576x1361",0,0,26,0,2,0,0,0,9,0,16,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,17,16,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0
"6584x3576",5,0,10,0,0,0,5,0,0,0,4,0,22,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,6,0,16,0,6,2,0,0,0,0,0,0,0,3,7,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"6617x5999",7,6,7,0,11,0,0,0,59,14,6,28,1,2,6,0,0,0,13,12,0,2,0,1,7,0,4,0,0,0,0,0,0,1,0,5,78,1,9,0,2,11,13,0,0,21,0,71,15,6,0,1,0,0,0,0,30,0,0,0,57,0,0,10,0,0,0,3,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,1,0,5,0,10,0,15,0,0,15,0,11,0,0,0,14,0,8,16,22,0,0,0,10,2,0,3,23,1,1,2,1,0,0,0,0,0,7,27,0,0,10,0,0,0,0,6,29,104,1,0,0,0,0,0,0,0,0,8,0,0,0,0,10,1,0,0,1,2,0,3,0,0,8,0,1,5,0,0,12,17,0
"6604x5358",0,1,1,0,0,0,0,1,23,0,4,1,0,0,0,0,0,0,7,1,0,0,6,0,8,0,0,0,0,0,0,0,3,0,0,0,2,0,5,0,0,0,15,0,0,0,0,15,0,0,1,0,0,0,36,11,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,4,0,0,10,2,0,0,0,0,1,6,7,0,0,0,2,0,18,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,28,3,0,23,0,0,6,0,17,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,56,18,0
"6616x5125",1,0,4,0,0,0,0,3,44,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,5,7,0,1,2,0,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11,0,0,0,17,56,2,0,17,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"6609x2279",1,0,6,0,0,0,1,0,14,0,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,3,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,24,0,0,20,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,2,0
"6642x4936",0,0,9,0,0,0,0,0,20,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,35,0,3,0,0,0,106,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,5,0,0,0,0,2
"6642x1518",0,8,32,0,10,4,0,0,26,13,19,7,0,1,1,0,1,0,7,40,0,0,0,0,1,1,0,2,0,0,0,0,0,6,0,7,65,1,0,0,0,0,37,0,0,2,0,38,3,0,0,0,3,0,0,0,8,0,0,0,85,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,2,0,6,1,0,0,15,0,0,0,3,2,1,4,0,19,0,9,0,5,0,0,8,1,0,0,0,2,0,0,5,0,0,0,2,0,0,2,11,0,0,2,0,0,0,0,0,0,191,7,0,2,0,0,0,0,21,0,6,0,0,0,0,0,0,0,0,8,0,0,2,0,4,27,0,0,0,0,0,15,0,0
"6667x688",0,0,3,0,2,0,0,1,37,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,3,0,0,0,36,51,11,0,0,0,6,15,0,4,4,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,14,16,0,0,0,0,10,7,1,0,0,0,0,0,15,3,13,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,2,0,0,1,0,63,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,1,0,0,0,0,5,22,6,0
"6687x4142",4,0,7,0,0,3,0,0,24,0,0,1,2,10,0,0,0,0,1,10,0,0,0,0,3,0,0,0,11,0,0,0,0,15,1,18,13,0,0,0,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,36,5,10,0,10,5,0,0,0,0,10,0,0,12,13,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,10,0,0,0,33,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,6,0,0,4,1,0
"6714x307",2,0,22,0,4,3,0,8,16,0,28,5,1,0,2,1,0,0,2,13,0,10,0,0,12,8,3,0,0,1,0,23,0,0,0,9,79,7,36,0,0,0,4,0,0,11,0,77,4,0,0,0,0,0,0,0,11,1,0,0,65,4,1,0,0,0,0,20,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,19,3,1,0,22,1,0,5,18,5,8,7,0,6,2,5,13,20,0,0,3,0,0,0,31,15,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,4,0,0,0,14,43,0,3,2,0,0,0,0,2,0,4,0,0,0,0,0,7,0,0,0,0,0,3,0,0,4,0,0,4,0,0,6,4,0
"6716x3101",0,0,3,0,0,2,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,15,0,0,0,0,5,23,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0
"6712x999",0,0,42,0,3,3,12,0,11,11,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,36,12,0,0,1,5,0,0,0,3,15,0,0,0,0,2,4,0,0,0,0,0,46,19,3,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,6,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,1,5,1,3,0,0,0,0,0,2,0,21,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,3,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,25,7,0
"6699x1722",0,3,6,0,2,0,2,1,22,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,5,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,2,0,0,2,0,0,0,4,0,0,0,0,0,12,0,0,18,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
